Timestamp,Pitch,Yaw,Roll,Cheating Detected,Reason
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:34,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:35,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:36,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:37,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:38,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:39,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:39,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:39,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:39,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:39,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:39,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:39,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:39,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:39,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:39,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:39,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:39,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:39,0.00,0.00,0.00,Yes,Face Not Detected
2025-07-12 10:33:39,-2.10,-8.50,8.48,No,None
2025-07-12 10:33:39,16.97,0.92,-172.54,No,None
2025-07-12 10:33:39,-19.63,-17.25,8.18,No,None
2025-07-12 10:33:39,-20.84,-10.88,7.12,Yes,Head Turned
2025-07-12 10:33:39,2.22,2.78,-171.61,No,None
2025-07-12 10:33:39,-14.49,-11.63,11.79,No,None
2025-07-12 10:33:39,-11.88,-15.87,12.60,No,None
2025-07-12 10:33:39,-15.06,-9.09,14.62,No,None
2025-07-12 10:33:39,-18.95,-9.07,15.08,No,None
2025-07-12 10:33:39,-7.66,-23.92,18.91,No,None
2025-07-12 10:33:39,-17.38,-19.90,17.96,No,None
2025-07-12 10:33:39,-17.00,-22.02,21.04,No,None
2025-07-12 10:33:39,-13.12,-15.28,20.94,No,None
2025-07-12 10:33:40,-8.36,-17.12,20.42,No,None
2025-07-12 10:33:40,-9.85,-12.75,23.43,No,None
2025-07-12 10:33:40,-11.75,-12.59,22.23,Yes,Eyes Looking Down
2025-07-12 10:33:40,-14.22,-12.80,22.35,No,None
2025-07-12 10:33:40,-15.47,-13.75,21.99,No,None
2025-07-12 10:33:40,-12.31,-15.11,22.86,No,None
2025-07-12 10:33:40,-9.60,-16.23,22.74,No,None
2025-07-12 10:33:40,-12.42,-14.18,23.57,No,None
2025-07-12 10:33:40,-9.98,-16.89,23.38,No,None
2025-07-12 10:33:40,-13.46,-10.69,23.04,No,None
2025-07-12 10:33:40,-14.26,-14.53,23.95,No,None
2025-07-12 10:33:40,-15.81,-16.50,22.28,No,None
2025-07-12 10:33:40,-12.41,-15.35,22.76,No,None
2025-07-12 10:33:40,-15.87,-16.80,23.54,No,None
2025-07-12 10:33:40,-16.51,-16.35,24.03,No,None
2025-07-12 10:33:40,-15.07,-14.66,21.58,No,None
2025-07-12 10:33:40,-14.49,-18.40,19.31,No,None
2025-07-12 10:33:40,-15.95,-15.97,17.16,No,None
2025-07-12 10:33:40,-11.05,-15.29,19.81,No,None
2025-07-12 10:33:40,-16.49,-18.22,16.17,No,None
2025-07-12 10:33:40,-14.05,-21.88,19.38,No,None
2025-07-12 10:33:40,-19.72,-20.83,20.34,No,None
2025-07-12 10:33:40,-18.24,-21.95,18.12,No,None
2025-07-12 10:33:40,-20.50,-16.96,15.75,Yes,Head Turned
2025-07-12 10:33:40,-13.06,-18.11,15.55,No,None
2025-07-12 10:33:40,-13.79,-12.27,16.00,No,None
2025-07-12 10:33:40,-11.32,-16.74,14.25,No,None
2025-07-12 10:33:40,-9.69,-12.08,14.21,No,None
2025-07-12 10:33:40,-10.15,-14.51,12.62,No,None
2025-07-12 10:33:40,-11.69,-12.30,13.38,No,None
2025-07-12 10:33:40,-11.15,-13.95,12.88,No,None
2025-07-12 10:33:40,-10.61,-16.21,11.82,No,None
2025-07-12 10:33:41,-14.69,-12.57,12.71,No,None
2025-07-12 10:33:41,-10.33,-15.70,10.89,No,None
2025-07-12 10:33:41,-13.96,-14.34,11.12,No,None
2025-07-12 10:33:41,-9.87,-13.14,12.47,No,None
2025-07-12 10:33:41,-11.58,-10.89,10.72,Yes,Eyes Looking Down
2025-07-12 10:33:41,-13.17,-10.83,11.69,No,None
2025-07-12 10:33:41,-12.93,-14.21,13.20,No,None
2025-07-12 10:33:41,-9.74,-13.63,12.33,No,None
2025-07-12 10:33:41,-13.36,-11.16,11.69,No,None
2025-07-12 10:33:41,-14.82,-13.91,10.68,No,None
2025-07-12 10:33:41,-11.16,-13.10,11.65,No,None
2025-07-12 10:33:41,-14.35,-15.52,12.01,No,None
2025-07-12 10:33:41,-15.21,-14.78,10.59,No,None
2025-07-12 10:33:41,-15.38,-11.93,11.56,No,None
2025-07-12 10:33:41,-13.37,-15.74,11.76,No,None
2025-07-12 10:33:41,-13.17,-12.52,11.15,No,None
2025-07-12 10:33:41,-12.65,-8.21,10.79,No,None
2025-07-12 10:33:41,-13.54,-17.05,11.45,No,None
2025-07-12 10:33:41,-13.76,-12.89,9.81,No,None
2025-07-12 10:33:41,-12.48,-14.80,10.72,No,None
2025-07-12 10:33:41,-14.98,-13.82,10.68,No,None
2025-07-12 10:33:41,-12.25,-13.45,12.06,No,None
2025-07-12 10:33:41,-17.58,-14.20,10.75,No,None
2025-07-12 10:33:41,-13.33,-17.66,11.02,No,None
2025-07-12 10:33:41,-12.35,-15.09,10.99,No,None
2025-07-12 10:33:41,-9.96,-15.12,10.99,No,None
2025-07-12 10:33:41,-13.83,-17.98,10.80,No,None
2025-07-12 10:33:41,-14.18,-17.73,9.91,No,None
2025-07-12 10:33:41,-8.93,-16.38,11.07,No,None
2025-07-12 10:33:41,-12.51,-16.58,9.97,No,None
2025-07-12 10:33:42,-11.14,-17.47,10.44,No,None
2025-07-12 10:33:42,-13.21,-13.16,10.40,No,None
2025-07-12 10:33:42,-14.09,-11.90,10.15,No,None
2025-07-12 10:33:42,-14.38,-18.29,9.39,No,None
2025-07-12 10:33:42,-13.40,-14.79,10.64,No,None
2025-07-12 10:33:42,-9.45,-13.11,10.55,No,None
2025-07-12 10:33:42,-12.81,-13.64,9.98,No,None
2025-07-12 10:33:42,-11.17,-13.19,9.83,No,None
2025-07-12 10:33:42,-12.56,-16.28,10.73,No,None
2025-07-12 10:33:42,-10.02,-13.88,10.16,No,None
2025-07-12 10:33:42,-11.66,-13.30,9.60,No,None
2025-07-12 10:33:42,-8.53,-11.22,8.16,No,None
2025-07-12 10:33:42,-10.59,-13.69,9.36,No,None
2025-07-12 10:33:42,-9.77,-9.31,9.05,No,None
2025-07-12 10:33:42,-10.99,-10.00,9.85,No,None
2025-07-12 10:33:42,-9.97,-10.59,9.88,No,None
2025-07-12 10:33:42,-12.87,-12.14,8.95,No,None
2025-07-12 10:33:42,-12.82,-13.68,9.67,No,None
2025-07-12 10:33:42,-13.55,-12.12,9.73,No,None
2025-07-12 10:33:42,-12.14,-10.10,9.76,No,None
2025-07-12 10:33:42,-13.33,-10.84,9.48,No,None
2025-07-12 10:33:42,-14.30,-10.43,9.41,No,None
2025-07-12 10:33:42,-15.09,-11.68,10.28,No,None
2025-07-12 10:33:42,-19.23,-10.79,10.06,No,None
2025-07-12 10:33:42,-13.66,-9.27,9.80,No,None
2025-07-12 10:33:42,-11.43,-8.82,7.65,No,None
2025-07-12 10:33:42,-13.17,-10.88,8.62,No,None
2025-07-12 10:33:42,-9.97,-11.86,9.47,No,None
2025-07-12 10:33:42,-13.62,-11.33,8.90,No,None
2025-07-12 10:33:42,-11.13,-11.94,9.50,No,None
2025-07-12 10:33:42,-15.18,-9.96,9.52,No,None
2025-07-12 10:33:43,-16.29,-11.53,10.02,No,None
2025-07-12 10:33:43,-14.38,-11.77,9.83,No,None
2025-07-12 10:33:43,-14.87,-8.72,8.92,No,None
2025-07-12 10:33:43,-14.59,-12.26,9.00,No,None
2025-07-12 10:33:43,-11.08,-10.75,10.31,No,None
2025-07-12 10:33:43,-13.05,-17.77,9.46,No,None
2025-07-12 10:33:43,-15.79,-17.28,10.08,No,None
2025-07-12 10:33:43,-17.26,-15.72,8.65,No,None
2025-07-12 10:33:43,-14.17,-13.71,10.29,No,None
2025-07-12 10:33:43,-13.03,-13.46,9.82,No,None
2025-07-12 10:33:43,-14.30,-17.50,10.71,No,None
2025-07-12 10:33:43,-13.75,-12.10,9.06,No,None
2025-07-12 10:33:43,-14.09,-13.00,10.39,No,None
2025-07-12 10:33:43,-16.49,-12.20,10.09,No,None
2025-07-12 10:33:43,-19.28,-12.87,10.02,No,None
2025-07-12 10:33:43,-12.35,-12.57,7.98,No,None
2025-07-12 10:33:43,-12.61,-12.57,10.19,No,None
2025-07-12 10:33:43,-15.93,-12.41,8.44,No,None
2025-07-12 10:33:43,-12.12,-10.65,9.08,No,None
2025-07-12 10:33:43,-17.77,-9.39,9.02,No,None
2025-07-12 10:33:43,-14.67,-11.56,9.62,No,None
2025-07-12 10:33:43,-11.51,-7.76,10.09,No,None
2025-07-12 10:33:43,-17.76,-9.70,9.82,No,None
2025-07-12 10:33:43,-8.88,-9.52,10.52,No,None
2025-07-12 10:33:43,-11.97,-7.84,9.44,No,None
2025-07-12 10:33:43,-15.71,-10.89,9.54,No,None
2025-07-12 10:33:43,-12.12,-7.98,10.22,No,None
2025-07-12 10:33:43,-16.00,-10.23,10.36,No,None
2025-07-12 10:33:43,-19.53,-11.39,10.33,No,None
2025-07-12 10:33:44,-23.96,-14.39,10.08,Yes,Head Turned
2025-07-12 10:33:44,-20.28,-13.85,9.99,Yes,Head Turned
2025-07-12 10:33:44,-16.56,-14.64,10.62,No,None
2025-07-12 10:33:44,-23.33,-13.48,10.91,Yes,Head Turned
2025-07-12 10:33:44,-14.04,-13.56,11.81,No,None
2025-07-12 10:33:44,-18.21,-6.66,12.10,No,None
2025-07-12 10:33:44,-9.82,-12.93,9.23,No,None
2025-07-12 10:33:44,-11.12,-13.75,10.05,No,None
2025-07-12 10:33:44,-10.94,-10.90,11.37,No,None
2025-07-12 10:33:44,-17.23,-14.55,12.27,No,None
2025-07-12 10:33:44,-16.56,-16.19,12.66,No,None
2025-07-12 10:33:44,-3.96,-15.46,11.54,No,None
2025-07-12 10:33:44,22.75,0.54,-171.77,Yes,Head Turned
2025-07-12 10:33:44,-11.80,-14.61,10.61,No,None
2025-07-12 10:33:44,-14.14,-13.44,11.30,No,None
2025-07-12 10:33:44,-11.35,-15.11,10.53,No,None
2025-07-12 10:33:44,-17.43,-15.61,10.58,No,None
2025-07-12 10:33:44,-7.01,-13.19,11.71,No,None
2025-07-12 10:33:44,-19.19,-16.51,11.98,No,None
2025-07-12 10:33:44,-14.83,-15.38,10.67,No,None
2025-07-12 10:33:44,-16.65,-16.60,10.91,No,None
2025-07-12 10:33:44,-17.25,-13.65,10.85,No,None
2025-07-12 10:33:44,-13.61,-15.57,12.59,No,None
2025-07-12 10:33:44,-13.68,-14.06,11.74,No,None
2025-07-12 10:33:44,-17.36,-13.53,10.45,No,None
2025-07-12 10:33:44,-14.70,-12.06,11.65,No,None
2025-07-12 10:33:44,-15.92,-12.48,11.12,No,None
2025-07-12 10:33:44,-12.16,-15.49,11.43,No,None
2025-07-12 10:33:44,-10.64,-14.38,10.17,No,None
2025-07-12 10:33:44,-10.90,-14.38,10.09,No,None
2025-07-12 10:33:45,-10.17,-16.57,11.35,No,None
2025-07-12 10:33:45,-16.16,-13.53,9.58,No,None
2025-07-12 10:33:45,-16.06,-16.88,12.26,No,None
2025-07-12 10:33:45,-13.22,-15.67,11.39,No,None
2025-07-12 10:33:45,-12.23,-17.41,11.21,No,None
2025-07-12 10:33:45,-10.90,-18.78,12.12,No,None
2025-07-12 10:33:45,-11.88,-17.86,11.77,No,None
2025-07-12 10:33:45,-11.30,-18.03,10.60,No,None
2025-07-12 10:33:45,-13.54,-21.54,11.98,No,None
2025-07-12 10:33:45,-14.96,-18.75,12.12,No,None
2025-07-12 10:33:45,-13.20,-19.38,12.07,No,None
2025-07-12 10:33:45,-13.86,-19.46,10.89,No,None
2025-07-12 10:33:45,-13.81,-20.19,11.50,No,None
2025-07-12 10:33:45,-14.81,-20.66,11.84,No,None
2025-07-12 10:33:45,-10.77,-19.91,11.72,No,None
2025-07-12 10:33:45,-14.07,-18.00,12.40,No,None
2025-07-12 10:33:45,-13.52,-19.39,11.06,No,None
2025-07-12 10:33:45,-11.12,-17.23,10.47,No,None
2025-07-12 10:33:45,-11.46,-20.68,10.95,No,None
2025-07-12 10:33:45,-14.67,-16.57,10.43,No,None
2025-07-12 10:33:45,-17.66,-13.81,9.68,No,None
2025-07-12 10:33:45,-13.28,-13.90,8.36,No,None
2025-07-12 10:33:45,-12.37,-16.30,8.55,No,None
2025-07-12 10:33:45,-10.86,-18.53,7.98,No,None
2025-07-12 10:33:45,-13.92,-16.04,10.97,No,None
2025-07-12 10:33:45,-11.42,-16.57,10.94,No,None
2025-07-12 10:33:45,-9.03,-14.66,10.18,No,None
2025-07-12 10:33:45,-9.31,-13.46,9.63,No,None
2025-07-12 10:33:45,-14.89,-16.29,8.77,No,None
2025-07-12 10:33:45,-18.05,-15.01,9.71,No,None
2025-07-12 10:33:46,-16.17,-16.22,8.56,No,None
2025-07-12 10:33:46,-17.05,-12.25,8.60,No,None
2025-07-12 10:33:46,-14.37,-12.61,7.28,No,None
2025-07-12 10:33:46,-13.36,-14.55,8.80,No,None
2025-07-12 10:33:46,-13.18,-12.92,7.55,No,None
2025-07-12 10:33:46,-18.47,-13.02,8.32,No,None
2025-07-12 10:33:46,-12.96,-12.32,7.17,No,None
2025-07-12 10:33:46,-11.90,-13.94,8.10,No,None
2025-07-12 10:33:46,-12.19,-13.86,7.12,No,None
2025-07-12 10:33:46,-13.72,-15.04,7.10,No,None
2025-07-12 10:33:46,-14.81,-16.67,6.62,No,None
2025-07-12 10:33:46,-14.10,-12.59,5.92,No,None
2025-07-12 10:33:46,-14.96,-15.28,6.17,No,None
2025-07-12 10:33:46,-13.46,-15.57,5.29,No,None
2025-07-12 10:33:46,-17.17,-14.21,4.91,No,None
2025-07-12 10:33:46,-13.17,-15.76,5.47,No,None
2025-07-12 10:33:46,-12.74,-16.65,5.49,No,None
2025-07-12 10:33:46,-13.81,-17.47,4.91,No,None
2025-07-12 10:33:46,-10.39,-19.12,5.79,No,None
2025-07-12 10:33:46,-10.75,-17.78,5.22,No,None
2025-07-12 10:33:46,-12.65,-18.53,4.78,No,None
2025-07-12 10:33:46,-13.71,-19.60,6.65,No,None
2025-07-12 10:33:46,-12.97,-16.81,5.77,No,None
2025-07-12 10:33:46,-15.67,-19.69,6.94,No,None
2025-07-12 10:33:46,-13.23,-20.37,6.59,No,None
2025-07-12 10:33:46,-14.26,-15.27,5.77,No,None
2025-07-12 10:33:46,-13.68,-18.16,6.49,No,None
2025-07-12 10:33:46,-11.23,-18.54,6.73,No,None
2025-07-12 10:33:46,-14.43,-21.02,7.62,No,None
2025-07-12 10:33:46,-13.90,-18.29,6.68,No,None
2025-07-12 10:33:47,-12.26,-17.16,7.90,No,None
2025-07-12 10:33:47,-14.67,-19.15,7.59,No,None
2025-07-12 10:33:47,-14.38,-16.75,6.87,No,None
2025-07-12 10:33:47,-12.60,-17.69,6.38,No,None
